Registry,Assignment,Organization Name,Organization Address
000C29,"VMware, Inc."
MA-L,286FB9,"Nokia Shanghai Bell Co., Ltd.","No.388 Ning Qiao Road,Jin Qiao Pudong Shanghai Shanghai   CN 201206 "
MA-L,08EA44,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,F4EAB5,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,B87CF2,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,E0A129,Extreme Networks Headquarters,2121 RDU Center Drive Morrisville NC US 27560 
MA-L,A8C647,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,A473AB,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,0C9B78,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,A4C7F6,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,B42D56,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,887E25,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,001977,Extreme Networks Headquarters,2121 RDU Center Drive  Morrisville NC US 27560 
MA-L,38E2CA,Katun Corporation,7760 France Ave S Suite 340 Bloomington MN US 55438 
MA-L,B05B99,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,E80AB9,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,78465F,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,9075DE,Zebra Technologies Inc.,ONE ZEBRA PLAZA HOLTSVILLE NY US 11742 
MA-L,80BA16,Micas Networks Inc.," 250 Tasman Drive, Ste 170, San Jose, CA 95134 San Jose CA US 95134 "
MA-L,10E992,INGRAM MICRO SERVICES,100 CHEMIN DE BAILLOT MONTAUBAN  FR 82000 
MA-L,78F276,Cyklop Fastjet Technologies (Shanghai) Inc.,"No 18?Lane 699, Zhang Wengmiao Rd,  Fengxian district, Shanghai China Shanghai  CN 201401 "
MA-L,20F83B,"Nabu Casa, Inc.","8 The Green, Suite 12630 Dover DE US 19901 "
MA-L,F01B24,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,B84C87,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,E4F14C,Private,
MA-L,10061C,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,E00630,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,04D168,"Sunplus Technology Co., Ltd.","19, Innovation First Road, Hsinchu Science Park Hsinchu  TW 300 "
MA-L,644C69,CONPROVE,"75, Visconde de Ouro Preto St. Uberlândia Minas Gerais BR 38405-202 "
MA-L,DCD160,"Tianjin Changdatong Technology Co.,LTD","Unit 601, 602, Building 1, Zhongxing Industrial Base, No. 2 East 7th Road, Tianjin Pilot Free Trade Zone (Airport Economic Zone) Tianjin  CN 300308 "
MA-L,644ED7,HP Inc.,10300 Energy Dr Spring TX US 77389 
MA-L,9CE330,Cisco Meraki,500 Terry A. Francois Blvd San Francisco  US 94158 
MA-L,04A959,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,0CB983,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District  Shenzhen  Guangdong CN 518040 "
MA-L,2CB301,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District  Shenzhen  Guangdong CN 518040 "
MA-L,000E72,Arca Technologies S.r.l.,via Statale 17 Bollengo Torino IT 10012 
MA-L,E0C2B7,Masimo Corporation,52 Discovery Irvine CA US 92618 
MA-L,C88BE8,Masimo Corporation,52 Discovery Irvine CA US 92618 
MA-L,E4C767,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,902D77,Edgecore Americas Networking Corporation,20 Mason Irvine CA US 92618 
MA-L,6CFBED,GN Audio A/S,Lautrupbjerg 7 Ballerup  DK DK-2750 
MA-L,E4F27C,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
MA-L,906C4B,Advance Security Electronics,8228 NW South River Dr Medley FL US 33166 
MA-L,D48AFC,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,E465B8,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,E001C7,"Hui Zhou Gaoshengda Technology Co.,LTD","No.2,Jin-da Road,Huinan Industrial Park Hui Zhou Guangdong CN 516025 "
MA-L,B4DF91,Cisco Meraki,500 Terry A. Francois Blvd San Francisco  US 94158 
MA-L,98EE8C,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,FC500C,Sitehop Ltd,"The Workstation, 15 Paternoster Row Sheffield South Yorkshire GB S1 2BX "
MA-L,50E478,"Sichuan AI-Link Technology Co., Ltd.","Anzhou, Industrial Park Mianyang Sichuan CN 622650 "
MA-L,90C710,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,48D475,Lampuga GmbH,Werkstr. 11 Rastatt  DE 76437 
MA-L,601AC7,"Nintendo Co.,Ltd","11-1 HOKOTATE-CHO KAMITOBA,MINAMI-KU KYOTO KYOTO JP 601-8501 "
MA-L,48DA35,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,A881FE,"Luxul Tech Co., Ltd","9/F, Yihua Commercial Building, No. 16, Jiuyi Road, Licheng District, Quanzhou, Fujian  Quanzhou Fujian CN 362000 "
MA-L,649A08,"Shenzhen SuperElectron Technology Co.,Ltd.","Layer 13,Haosheng Business Center,Dongbin Road,Nanshan District Shenzhen guangdong CN 518052 "
MA-L,50F222,EM Microelectronic,Rue des Sors 3 Marin-Epagnier Neuchatel CH 2074 
MA-L,307A57,Accuenergy (CANADA) Inc,22 Howden Rd Scarborough Ontario CA M1R 3E4 
MA-L,CCEB5E,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,60C78D,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
MA-L,DC5193,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,7478A6,"Fortinet, Inc.",899 Kifer Road Sunnyvale  US 94086 
MA-L,001982,SmarDTV Corporation,147 Avenue du Jujubier ZI Athelia IV La Ciotat CH 13600 
MA-L,50FE0C,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd. New Taipei City Taiwan TW 231 "
MA-L,BCFD0C,Shenzhen Phaten Tech. LTD,"C-6 ideamonto industril 7002 Songbai Road Guangming District Shenzhen City Guangdong, China Shenzhen  CN 518108 "
MA-L,1865C7,Dongguan YIMO Technology Co.LTD,"No.67, Qingxi Section, Qingzhang Road, Qingxi Town, Dongguan City, Guangdong Province Dongguan Guangdong CN 523660 "
MA-L,0C01C8,"DENSO Co.,Ltd","Twin21 MIDTower(24th floor),2-1-61 Shiromi,Chuo-ku,Osaka-shi Osaka JP 540-6124 "
MA-L,F42E48,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,ACD75B,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,B4C2E0,"Bouffalo Lab (Nanjing) Co., Ltd.","5F, Gongxiang Space, No.100 Tuanjie Road, Nanjing, China Nanjing Jiangsu CN 211800 "
MA-L,040986,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
MA-L,481BA4,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,F0EE7A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,203AEB,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,5876B3,"Ubee Interactive Co., Limited","Flat/RM 1202, 12/F, AT Tower, 180 Electric Road North Point  HK 00000 "
MA-L,E87072,"Hangzhou BroadLink Technology Co.,Ltd","Room 101,1/F,Unit C,Building 1,No.57 Jiang'er Road,Changhe Street,Binjiang District,Hangzhou,Zhejiang,P.R.China Hangzhou Zhejiang CN 310052 "
MA-L,D8DAF1,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,54443B,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,5C7075,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,CC03FA,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,48F7C0,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,480033,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,14987D,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,58238C,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,80B234,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,8417EF,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,A456CC,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,70037E,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,441C12,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,5C7695,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,AC4CA5,Vantiva USA LLC,"4855 Peachtree Industrial Blvd, Suite 20 Norcross GA US 30902 "
MA-L,00CB7A,Vantiva USA LLC,"4855 Peachtree Industrial Blvd, Suite 20 Norcross GA US 30902 "
MA-L,F8D2AC,Vantiva USA LLC,"4855 Peachtree Industrial Blvd, Suite 20 Norcross GA US 30902 "
MA-L,CCF3C8,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville  GA US 30044 
MA-L,40F3B0,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,149CEF,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,80C41B,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,3468B5,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,58AD12,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,60FDA6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80A997,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,348C5E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D0B2C4,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,80C6AB,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6 Lawrenceville GA US 30044 
MA-L,383FB3,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,641236,Vantiva USA LLC,5030 Sugarloaf Parkway Bldg 6  Lawrenceville GA US 30044 
MA-L,0C75D2,"Hangzhou Hikvision Digital Technology Co.,Ltd.",No.555 Qianmo Road  Hangzhou Zhejiang CN 310052 
MA-L,D87766,"Nurivoice Co., Ltd","NURI Bld, 16 Sapyeong-daero Seoul Seocho-gu KR 06552 "
MA-L,B8A75E,"Wuxi Xinjie Electric Co.,Ltd","No.9 Liu Tang Road, Hu Tai Industrial Park, Binhu District,  Wuxi Jiangsu CN 320200 "
MA-L,8C53E6,Wistron Neweb Corporation,"No.20,Park Avenue II,Hsinchu Science Park Hsin-Chu R.O.C. TW 308 "
MA-L,708185,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,50D33B,cloudnineinfo,xiaoshan Wujin load #19 hangzhou zhejiang CN 311258 
MA-L,84C8A0,"Hui Zhou Gaoshengda Technology Co.,LTD","No.2,Jin-da Road,Huinan Industrial Park Hui Zhou Guangdong CN 516025 "
MA-L,8C3B4A,"Universal Global Scientific Industrial Co., Ltd.","141, Lane 351, Taiping Road, Sec.1,Tsao Tuen Nan-Tou Taiwan TW 54261 "
MA-L,A88B28,"SHENZHEN DIYANG SMART TECHNOLOGY CO.,LTD.","Room 202, Building 4, Research & Creation Valley High-tech Incubation Park, Gongming Street, Guangming District, Shenzhen(www.diyangsmart.com) Shenzhen Guangdong CN 518107 "
MA-L,08F01E,eero inc.,660 3rd Street San Francisco CA US 94107 
MA-L,18A5FF,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
MA-L,8C1AF3,"Shenzhen Gooxi Information Security CO.,Ltd.","A District,5th Floor,Block A3,Digital Technology Park,Gaoxin South 7th Road,District of High-tech Industrial Park,Nanshan District , Shenzhen, Guangdong  Province Shenzhen Guangdong CN 518100 "
MA-L,F4B6C6,Indra Heera Technology LLP,"Narayan Colony, Old Police Line, Arrah Bhojpur Bihar IN 802301 "
MA-L,6C03B5,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,58C41E,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,A89162,Sophos Ltd,The Pentagon Abingdon Oxfordshire GB OX14 3YP 
MA-L,709883,"SHENZHEN KAYAN ELECTRONICS., LTD.","ROOM 1801B1,HENGFANG TECHNOLOGY BUILDING, NO.4008,XINHU ROAD,YONGFENG COMMUNITY, BAO'AN DISTRICT,SHENZHEN Shenzhen  CN 518126 "
MA-L,F43A7B,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,689E29,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,E44097,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,DCB4CA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,8CD54A,"TAIYO YUDEN CO.,LTD","8-1, Sakae-cho Takasaki-shi Gunma JP 370-8522 "
MA-L,A002A5,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,ACC048,"OnePlus Technology (Shenzhen) Co., Ltd","18C02, 18C03, 18C04 ,18C05,TAIRAN BUILDING, Shenzhen Guangdong CN 518000 "
MA-L,408432,Microchip Technology Inc.,2355 W. Chandler Blvd. Chandler AZ US 85224 
MA-L,44D5C1,EM Microelectronic,Rue des Sors 3 Marin-Epagnier Neuchatel CH 2074 
MA-L,943BB1,"Kaon Group Co., Ltd.","KAONMEDIA Building 513-4 Sungnam-City Kyonggi-Do KR 463-839, KOREA "
MA-L,44F034,"Kaon Group Co., Ltd.","884-3, Seongnam-daero, Bundang-gu Seongnam-si Gyeonggi-do KR 13517 "
MA-L,888F10,"Shenzhen Max Infinite Technology Co.,Ltd.","Room 908 Building 2, Aviation&Space Building, No.53 Gaoxin South 9th Road, Gaoxin Community, Yuehai Street,Nanshan District, Shenzhen Shenzhen Guangdong CN 518000 "
MA-L,C4799F,"Haiguang Smart Device Co.,Ltd.","Room 202,2nd.Floor,3rd.Building,Kuiqiao Road, No.2,Tangxia Town,Dongguan Dongguan Guangdong CN 523000 "
MA-L,842859,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,5016F4,"Motorola Mobility LLC, a Lenovo Company",222 West Merchandise Mart Plaza Chicago IL US 60654 
MA-L,3C08CD,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
MA-L,68505D,Halo Technologies,15775 Gateway Cir Tustin CA US 92780 
MA-L,7C6A8A,"SINOBONDER Technology Co., Ltd.","Building 1, No. 245, Guanchang Road, Dongcheng District Dongguan Guangdong CN 523000 "
MA-L,90ECE3,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,887B2C,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,60DBEF,Unify Software and Solutions GmbH & Co. KG,Otto-Hahn-Ring 6 Munich  DE 81739 
MA-L,0016F6,Nevion,Lysaker Torg 5  Lysaker  NO NO-1366 
MA-L,40B7FC,Phyplus Microelectronics Limited,304 Building 1 No.608 Sheng Xia Road Shanghai  CN 200000 
MA-L,682C4F,leerang corporation,"#101,69, Jongam-ro 28-gil, Seongbuk-gu seoul  KR 02797 "
MA-L,68DDB7,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,14D864,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,B851A9,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,D077CE,Edgecore Networks Corporation,1 Creation RD 3. Hsinchu  TW 30077 
MA-L,ECAFF9,Hailo Technologies Ltd.,94 Yigal Alon Tel Aviv  IL 6789139 
MA-L,FC59C0,Arista Networks,5453 Great America Parkway Santa Clara CA US 95054 
MA-L,641B2F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,9C73B1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,388A06,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B0D888,"Panasonic Automotive Systems Co.,Ltd",5652 Matsumoto City Nagano JP 399-8730 
MA-L,40D4F6,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District  Shenzhen  Guangdong CN 518040 "
MA-L,7C3180,SMK corporation,6-5-5 Togoshi Shinagawa  JP 1428511 
MA-L,905607,"Sichuan AI-Link Technology Co., Ltd","Anzhou,Industrial Park Anzhou,Industrial Park Sichuan CN 621000 "
MA-L,483133,Robert Bosch Elektronika Kft.,Robert Bosch út 1. Hatvan  HU 3000 
MA-L,B8AB61,Cisco Meraki,500 Terry A. Francois Blvd San Francisco  US 94158 
MA-L,782DAD,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,D06158,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,244BF1,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,60152B,Palo Alto Networks,3000 Tannery Way Santa Clara CA US 95054 
MA-L,44D77E,Robert Bosch GmbH,Tuebinger Str. 123 Reutlingen  DE 72762 
MA-L,908855,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,687161,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,883F37,"UHTEK CO., LTD.","403DONG 503HO, 655 PYEONGCHEON-RO BUCHEONSI KYEONGGIDO KR 14502 "
MA-L,0080B8,"DMG MORI Digital Co., LTD","1-1-14 Techno park, Shimonopporo, Atsubetsuku, Sapporo Hokkaido JP 004-0015 "
MA-L,2873F6,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,C4EBFF,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen  guangdong CN 518057 "
MA-L,4893DC,UNIWAY INFOCOM PVT LTD,BLOCK C 9 4 WAZIRPUR INDUSTRIAL AREA NEW DELHI DELHI IN 110052 
MA-L,5CE688,VECOS Europe B.V.,ESP 237 Eindhoven Noord-Brabant NL 5633 AD 
MA-L,5C2886,Inventec(Chongqing) Corporation,"No.66 West District 2nd Rd, Shapingba District Chongqing Chongqing CN 401331 "
MA-L,D4BAFA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,4CEC0F,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,843E1D,"Hui Zhou Gaoshengda Technology Co.,LTD","No.2,Jin-da Road,Huinan Industrial Park Hui Zhou Guangdong CN 516025 "
MA-L,E0CB1D,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,FC84A7,"Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari Nagaokakyo-shi Kyoto JP 617-8555 "
MA-L,3CCB4D,"Avikus Co., Ltd","11F, 70, Nonhyeon-ro 85-gil Gangnam-gu Seoul KR 06234 "
MA-L,601B52,Vodafone Italia S.p.A.,Via Lorenteggio nr. 240 Milan Italy IT 20147 
MA-L,24A42C,NETIO products a.s.,U Pily 3 Prague  CZ 143 00 
MA-L,702F86,Marquardt GmbH,Schloss-Strasse 16 Rietheim-Weilheim  DE 78604 
MA-L,C08F20,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,08FF24,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,90B67A,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,249AC8,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,A8881F,SERVERCOM (INDIA) PRIVATE LIMITED,E-43/1 OKHLA INDUSTRIAL AREA PHASE-II NEW DELHI SOUTH DELHI NEW DELHI  IN NA 
MA-L,005079,Private,
MA-L,28C01B,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,E028B1,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,303180,"Shenzhen Skyworth Digital  Technology  CO., Ltd","4F,Block A, Skyworth?Building, Shenzhen Guangdong CN 518057 "
MA-L,201582,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,40921A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,10E2C9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0436B8,I&C Technology,"I&C Building, 24, Pangyo-ro 255beon-gil, Bundang-gu Seongnam-si Gyeonggi-do KR 13486 "
MA-L,D0431E,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,F0A0B1,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,404F42,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,3086F1,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,00C04F,Dell Inc.,1807 WEST BRAKER LANE-BLDG. AUSTIN TX US 78758-3610 
MA-L,00B0D0,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,0019B9,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,001AA0,Dell Inc.,"One Dell Way,  MS RR5-45 Round Rock  US 78682 "
MA-L,002564,Dell Inc.,"One Dell Way, MS RR5-45 Round Rock  US 78682 "
MA-L,A4BADB,Dell Inc.,"One Dell Way, MS RR5-45 Round Rock  US 78682 "
MA-L,38A851,"Quickset Defense Technologies, LLC",3650 Woodhead Drive Northbrook  IL US 60062 
MA-L,00CB00,Private,
MA-L,1100AA,Private,
MA-L,9C93E4,Private,
MA-L,782BCB,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,14FEB5,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,180373,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,74867A,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,204747,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,000BDB,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,00123F,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,A41F72,Dell Inc.,One Dell way Round Rock   US 78682 
MA-L,001C23,Dell Inc.,"One Dell Way,  MS RR5-45 Round Rock  US 78682 "
MA-L,847BEB,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,989096,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,801844,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,9840BB,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,D481D7,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,F80DA9,Zyxel Communications Corporation,"No. 6 Innovation Road II, Science Park Hsichu Taiwan TW 300 "
MA-L,54BF64,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,CCC5E5,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,4CD98F,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,DCF401,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,6C2B59,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,C8F750,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,98E743,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,185A58,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,D08E79,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,B44506,Dell Inc.,One Dell Way Round Rock  TX US 78682 
MA-L,485A0D,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
MA-L,E0D848,Dell Inc.,One Dell Way Round Rock TX US 78682 
MA-L,04BF1B,Dell Inc.,One Dell Way Round Rock  TX US 78682 
MA-L,581031,"Hon Hai Precision IND.CO.,LTD",No. 66 Chung Shan Road TU-Cheng Industrial district TAIPEI TAIWAN  TAIPEI TAIWAN CN 33859 
MA-L,AC919B,Wistron Neweb Corporation,"No.20,Park Avenue II,Hsinchu Science Park Hsin-Chu R.O.C. TW 308 "
